# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testGetSortedIIterableIterator()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testGetSortedIIterableIterator()
Helper Method Class: com.helger.commons.statistics.StatisticsHandlerKeyedCounter, Helper Method name: long getCount(java.lang.String)
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
	Called from: com.helger.commons.statistics.StatisticsHandlerKeyedCounterTest, method: void testAll()
Helper Method Class: com.helger.commons.collection.impl.CommonsArrayListTest$lambda_testCtor_0__46, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.locale.country.ECountry, Helper Method name: java.lang.String getISOCountryCode()
	Called from: com.helger.commons.locale.country.ECountryTest, method: void testAll()
	Called from: com.helger.commons.locale.country.ECountryTest, method: void testAll()
Helper Method Class: com.helger.commons.collection.NonBlockingStack, Helper Method name: java.lang.Object peek()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testMethods()
	Called from: com.helger.commons.collection.StackHelperTest, method: void testNewStackSingleValue()
	Called from: com.helger.commons.collection.StackHelperTest, method: void testNewStackArray()
	Called from: com.helger.commons.collection.StackHelperTest, method: void testNewStackArray()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testMethods()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testMethods()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testMethods()
	Called from: com.helger.commons.collection.NonBlockingStackTest, method: void testMethods()
Helper Method Class: com.helger.commons.math.MathHelper, Helper Method name: boolean isExactlyOneBitSetToOne(long)
	Called from: com.helger.commons.math.MathHelperTest, method: void testIsExactlyOneBitSetToOneLong()
	Called from: com.helger.commons.math.MathHelperTest, method: void testIsExactlyOneBitSetToOneLong()
Helper Method Class: com.helger.commons.text.resourcebundle.ResourceBundleTextProvider, Helper Method name: java.lang.String toString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
Helper Method Class: com.helger.commons.aggregate.IAggregatorTest$lambda_testGetStringCombinatorWithSeparatorChar_f9f7ba91_1__157, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseLast()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.aggregate.IAggregatorTest, method: void testUseFirst()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.text.util.TextHelper, Helper Method name: java.lang.String getFormattedText(java.lang.String,java.lang.Object[])
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
	Called from: com.helger.commons.text.util.TextHelperTest, method: void testGetFormattedText()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: double[] getAllExceptFirst(double[],int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
Helper Method Class: com.helger.commons.locale.LocaleFormatter, Helper Method name: java.lang.String getFormatted(long,java.util.Locale)
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormatted_Long()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormatted_Long()
Helper Method Class: com.helger.commons.location.SimpleLocation, Helper Method name: int getColumnNumber()
	Called from: com.helger.commons.location.SimpleLocationTest, method: void testBasic()
	Called from: com.helger.commons.location.SimpleLocationTest, method: void testBasic()
	Called from: com.helger.commons.location.SimpleLocationTest, method: void testBasic()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String getHexStringLeadingZero(int,int)
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
	Called from: com.helger.commons.string.StringHelperTest, method: void testHexStringLeadingZeroInt()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: int getCharacterCount(long)
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetCharacterCountLong()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetCharacterCountLong()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetCharacterCountLong()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetCharacterCountLong()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: double[] getAllExceptFirst(double[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
Helper Method Class: com.helger.commons.collection.PrimitiveCollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsArrayList newPrimitiveList(double[])
	Called from: com.helger.commons.collection.PrimitiveCollectionHelperTest, method: void testNewDoubleContainer()
	Called from: com.helger.commons.collection.PrimitiveCollectionHelperTest, method: void testNewDoubleContainer()
Helper Method Class: com.helger.commons.concurrent.PromiseFuncTest$lambda_testCFApplyAsync_1__79, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.regex.RegExHelper, Helper Method name: com.helger.commons.collection.impl.ICommonsList getSplitToList(java.lang.CharSequence,java.lang.String)
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListNoLimit()
Helper Method Class: com.helger.commons.string.StringHelper$valueOf__244, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.io.file.FileHelper, Helper Method name: boolean isParentDirectory(java.io.File,java.io.File)
